title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Java  Developer,Sopot,PL,javascript,remote,mid,54.441581,18.5600956,2023-04-04,FALSE,FALSE,b2b,20440,24860,pln,Angular,English,Java
Lead Test Automation Engineer,Warszawa,PL,testing,partly_remote,senior,52.2049235,20.9392812,2023-04-04,FALSE,FALSE,permanent,16250,20150,pln,Test Automation,Analytical Thinking,Testing
Python Developer (Mid),Szczecin,PL,python,remote,mid,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Łódź,PL,python,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Lead Test Automation Engineer,Gdynia,PL,testing,partly_remote,senior,54.4938314,18.5348903,2023-04-04,FALSE,FALSE,permanent,16250,20150,pln,Test Automation,Analytical Thinking,Testing
Python Developer (Mid),Gdańsk,PL,python,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Poznań,PL,python,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Bydgoszcz,PL,python,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Toruń,PL,python,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Warszawa,PL,python,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Wrocław,PL,python,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
Python Developer (Mid),Kraków,PL,python,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,14000,18000,pln,PyTorch,Django,Python
.NET DEVELOPER,Warszawa,PL,net,remote,senior,52.2296756,21.0122287,2023-04-04,FALSE,FALSE,b2b,20160,28560,pln,.Net Framework,.NET Core,.Net
AUTOMATION TESTER,Warszawa,PL,testing,remote,senior,52.2296756,21.0122287,2023-04-04,FALSE,FALSE,b2b,15120,22680,pln,Bugs Reporting,Testing process,Software Quality
NODE.JS DEVELOPER,Warszawa,PL,javascript,remote,senior,52.2296756,21.0122287,2023-04-04,FALSE,FALSE,b2b,16797,25200,pln,nest js,Node.js,JavaScript
Frontend Developer Mid/Senior,Gdańsk,PL,javascript,partly_remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,permanent,14000,26000,pln,JavaScript,TypeScript,ReactJS
.Net Developer,Grudziądz,PL,net,partly_remote,senior,53.4837486,18.753565,2023-04-04,TRUE,FALSE,permanent,14000,26000,pln,.Net,ASP.NET Core,C#
.Net Developer,Gdańsk,PL,net,partly_remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,permanent,14000,26000,pln,.Net,ASP.NET Core,C#
Android Developer (regular),Gdańsk,PL,mobile,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Data binding,Java,Kotlin
Frontend Game Developer,Wrocław,PL,game,remote,mid,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
Frontend Game Developer,Toruń,PL,game,remote,mid,53.0137902,18.5984437,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
Frontend Game Developer,Opole,PL,game,remote,mid,50.6683223,17.9230651,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
Frontend Game Developer,Poznań,PL,game,remote,mid,52.4093634,16.9317991,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
.NET Developer,Wrocław,PL,net,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,permanent,12000,15000,pln,Docker,Angular,.Net
.NET Developer,Warszawa,PL,net,remote,mid,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,permanent,12000,15000,pln,Angular/React,.NET/C#,English
Java Backend Developer (regular),Bydgoszcz,PL,java,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Poznań,PL,java,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Białystok,PL,java,remote,mid,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Gdańsk,PL,java,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Gdynia,PL,java,remote,mid,54.5195232,18.5348,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Kielce,PL,java,remote,mid,50.8660773,20.6285677,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Kraków,PL,java,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Łódź,PL,java,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
Java Backend Developer (regular),Warszawa,PL,java,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,20000,28000,pln,Microservices,Spring,Java
AWS Devops Engineer- Remote,Katowice,PL,devops,remote,junior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,7000,9000,pln,Terraform,Docker,AWS
AWS Devops Engineer- Remote,Szczecin,PL,devops,remote,junior,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,7000,9000,pln,Terraform,Docker,AWS
AWS DevOps Mid Engineer- Remote,Katowice,PL,devops,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,12000,18000,pln,Terraform,AWS,Docker
AWS DevOps Mid Engineer- Remote,Szczecin,PL,devops,remote,mid,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,12000,18000,pln,Terraform,AWS,Docker
AWS DevOps Mid Engineer- Remote,Gdańsk,PL,devops,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,12000,18000,pln,Terraform,AWS,Docker
Frontend Game Developer,Warszawa,PL,game,remote,mid,52.2302091,21.0113922,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
Frontend Game Developer,Kraków,PL,game,remote,mid,50.0646501,19.9449799,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
AWS DevOps Mid Engineer- Remote,Kraków,PL,devops,remote,mid,50.0550498,19.9259309,2023-04-04,TRUE,FALSE,b2b,12000,18000,pln,Terraform,AWS,Docker
Android Developer (regular),Gdynia,PL,mobile,remote,mid,54.5195232,18.5348,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Poznań,PL,mobile,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Białystok,PL,mobile,remote,mid,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Frontend Game Developer,Gdańsk,PL,game,remote,mid,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,18000,24000,pln,PixiJS,Git,TypeScript
Android Developer (regular),Kraków,PL,mobile,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Łódź,PL,mobile,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Lublin,PL,mobile,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Toruń,PL,mobile,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Katowice,PL,mobile,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Android Developer (regular),Warszawa,PL,mobile,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,22000,28000,pln,Java,MVVM,Kotlin
Network Engineer,Warszawa,PL,security,remote,senior,52.2296756,21.0122287,2023-04-04,FALSE,FALSE,permanent,15000,17000,pln,OSPF,Firewall,Troubleshooting
Network Engineer,Wrocław,PL,security,remote,senior,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,permanent,15000,17000,pln,OSPF,Firewall,Troubleshooting
"Fullstack Developer (React, Node.js)",Kraków,PL,javascript,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,18500,21800,pln,Cypress,Node.js,React
"Fullstack Developer (React, Node.js)",Warszawa,PL,javascript,remote,senior,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,18500,21800,pln,Cypress,Node.js,React
"Fullstack Developer (React, Node.js)",Poznań,PL,javascript,remote,senior,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,18500,21800,pln,Cypress,Node.js,React
.NET Developer,Olsztyn,PL,net,remote,mid,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Gorzów Wielkopolski,PL,net,remote,mid,52.7325285,15.2369305,2023-04-04,TRUE,FALSE,b2b,18000,19999,pln,.Net,C#,English
.NET Developer,Częstochowa,PL,net,remote,mid,50.8131614,19.1047394,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Bydgoszcz,PL,net,remote,mid,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Lublin,PL,net,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Rzeszów,PL,net,remote,mid,50.0411867,21.9991196,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Katowice,PL,net,remote,mid,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Szczecin,PL,net,remote,mid,53.4285438,14.5528116,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Poznań,PL,net,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Toruń,PL,net,remote,mid,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Wrocław,PL,net,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Kraków,PL,net,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Warszawa,PL,net,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
Data Quality Tester,Bydgoszcz,PL,data,remote,senior,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Toruń,PL,data,remote,senior,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Łódź,PL,data,remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Poznań,PL,data,remote,senior,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Kraków,PL,data,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Wrocław,PL,data,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Warszawa,PL,data,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Sopot,PL,data,remote,senior,54.4408349,18.5629592,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
Data Quality Tester,Gdańsk,PL,data,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,20000,25000,pln,Azure / AWS,DAX,Power BI
.NET Developer,Białystok,PL,net,remote,mid,53.1328811,23.1555582,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Gdańsk,PL,net,remote,mid,54.3754013,18.6091245,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Wałbrzych,PL,net,remote,mid,50.7742898,16.2700973,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
.NET Developer,Bielsko-Biała,PL,net,remote,mid,49.8223768,19.0583845,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
Mid/Senior Network Engineer with Python,Kraków,PL,python,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,18000,31000,pln,Network Protocols,Networks,Python
.NET Developer,Gdańsk,PL,net,remote,mid,54.3754013,18.6091245,2023-04-04,TRUE,FALSE,b2b,18000,20000,pln,.Net,C#,English
Data Engineer,Poznań,PL,data,remote,senior,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Łódź,PL,data,remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Toruń,PL,data,remote,senior,53.0137902,18.5984437,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Bydgoszcz,PL,data,remote,senior,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Szczecin,PL,data,remote,senior,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Katowice,PL,data,remote,senior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Data Engineer,Gdańsk,PL,data,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Engineering Manager,Warszawa,PL,ruby,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,24000,28000,pln,AWS,Ruby,Team Management
Engineering Manager,Kraków,PL,ruby,remote,senior,50.0602526,19.9201102,2023-04-04,TRUE,FALSE,b2b,24000,28000,pln,AWS,Ruby,Team Management
Analityk Biznesowo-Systemowy,Lublin,PL,analytics,remote,mid,51.2464536,22.5684463,2023-04-04,TRUE,FALSE,b2b,15250,20500,pln,UML,Project Management,Product Management
Analityk Biznesowo-Systemowy,Łódź,PL,pm,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,15250,20500,pln,UML,Project Management,Product Management
Analityk Biznesowo-Systemowy,Łódź,PL,analytics,remote,mid,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,15250,20500,pln,UML,Project Management,Product Management
Senior Java Developer,Wrocław,PL,java,partly_remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,permanent,18000,27000,pln,Unix,Maven,Java 8+
Mid/Senior Network Engineer with Python,Wrocław,PL,python,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,18000,31000,pln,Network Protocols,Networks,Python
Frontend Web Developer,Poznań,PL,html,remote,mid,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,RWD,CSS3,HTML5
Frontend Web Developer,Gdańsk,PL,html,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,RWD,CSS3,HTML5
Frontend Web Developer,Wrocław,PL,html,remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,RWD,CSS3,HTML5
Frontend Web Developer,Warszawa,PL,html,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,RWD,CSS3,HTML5
UX Designer,Poznań,PL,ux,partly_remote,mid,52.3860006,16.9149737,2023-04-04,TRUE,FALSE,b2b,12000,17000,pln,Sketch,UI Design,UX Design
UX Designer,Wrocław,PL,ux,partly_remote,mid,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,12000,17000,pln,Sketch,UI Design,UX Design
Senior Technical Support Engineer,Łódź,PL,support,remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Senior Technical Support Engineer,Gdańsk,PL,support,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Senior Technical Support Engineer,Wrocław,PL,support,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Senior Technical Support Engineer,Poznań,PL,support,remote,senior,52.406374,16.9251681,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Senior Technical Support Engineer,Katowice,PL,support,remote,senior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Senior Technical Support Engineer,Warszawa,PL,support,remote,senior,52.2296756,21.0122287,2023-04-04,TRUE,FALSE,b2b,14000,20000,pln,Troubleshooting,Linux,Networking
Back-End Developer,Łódź,PL,net,remote,senior,51.7592485,19.4559833,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Kraków,PL,net,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Bydgoszcz,PL,net,remote,senior,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Olsztyn,PL,net,remote,senior,53.778422,20.4801193,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Poznań,PL,net,remote,senior,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Gdańsk,PL,net,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Katowice,PL,net,remote,senior,50.2648919,19.0237815,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Rzeszów,PL,net,remote,senior,50.0411867,21.9991196,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Back-End Developer,Warszawa,PL,net,remote,senior,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,14000,23500,pln,MS SQL Server,C#,English
Data Engineer with Python,Kraków,PL,data,remote,mid,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,22000,26880,pln,Cloud,Apache Spark,Python
Senior Software Engineer - 3D Tools,Toruń,PL,python,remote,senior,53.0137902,18.5984437,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Data Engineer,Wrocław,PL,data,remote,senior,51.1078852,17.0385376,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Senior Software Engineer - 3D Tools,Częstochowa,PL,python,remote,senior,50.8118195,19.1203094,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Poznań,PL,python,remote,senior,52.4093634,16.9317991,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Łódź,PL,python,remote,senior,51.7592485,19.4559833,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Białystok,PL,python,remote,senior,53.1328811,23.1555582,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Bydgoszcz,PL,python,remote,senior,53.1234804,18.0084378,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Data Engineer,Kraków,PL,data,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,26000,30240,pln,SQL,Azure,Python
Senior Software Engineer - 3D Tools,Zielona Góra,PL,python,remote,senior,51.9356214,15.5061862,2023-04-04,FALSE,FALSE,b2b,24200,31200,pln,Flask,Git,Python
Senior Software Engineer - 3D Tools,Lublin,PL,python,remote,senior,51.2464536,22.5684463,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Gliwice,PL,python,remote,senior,50.2944923,18.6713802,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Gdynia,PL,python,remote,senior,54.5195232,18.5348,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Warszawa,PL,python,remote,senior,52.2302091,21.0113922,2023-04-04,FALSE,FALSE,b2b,24200,32560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Wrocław,PL,python,remote,senior,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Katowice,PL,python,remote,senior,50.2648919,19.0237815,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Olsztyn,PL,python,remote,senior,53.778422,20.4801193,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Gdańsk,PL,python,remote,senior,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Gorzów Wielkopolski,PL,python,remote,senior,52.7325285,15.2369305,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Rzeszów,PL,python,remote,senior,50.0411867,21.9991196,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
Senior Software Engineer - 3D Tools,Szczecin,PL,python,remote,senior,53.4330206,14.5483543,2023-04-04,FALSE,FALSE,b2b,21840,28560,pln,Git,Code Review,Python
WordPress Developer,Gdańsk,PL,php,remote,mid,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,9000,14000,pln,WordPress,English,Polish
WordPress Developer,Warszawa,PL,php,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,9000,14000,pln,WordPress,English,Polish
Data Engineer with Python,Warszawa,PL,data,remote,mid,52.2302091,21.0113922,2023-04-04,TRUE,FALSE,b2b,22000,26880,pln,Cloud,Apache Spark,Python
.Net Developer,Gdańsk,PL,net,partly_remote,junior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,Microservices,.NET C#,.Net
.Net Developer,Kraków,PL,net,partly_remote,junior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,7000,10000,pln,Microservices,.NET C#,.Net
Linux Full Stack Developer,Gdańsk,PL,python,remote,mid,54.3520252,18.6466384,2023-04-04,FALSE,FALSE,b2b,18000,25000,pln,MsSQL,Python,Linux
Sr or Staff Site Reliability Engineer,Gdańsk,PL,devops,remote,senior,54.3520252,18.6466384,2023-04-04,TRUE,FALSE,b2b,21666,43036,pln,SRE,DevOps,Amazon Web Services
Sr or Staff Site Reliability Engineer,Kraków,PL,devops,remote,senior,50.0646501,19.9449799,2023-04-04,TRUE,FALSE,b2b,21666,43036,pln,SRE,DevOps,Amazon Web Services
Sr or Staff Site Reliability Engineer,Poznań,PL,devops,remote,senior,52.4093634,16.9317991,2023-04-04,TRUE,FALSE,b2b,21666,43036,pln,SRE,DevOps,Amazon Web Services
Linux Full Stack Developer,Wrocław,PL,python,remote,mid,51.1078852,17.0385376,2023-04-04,FALSE,FALSE,b2b,18000,25000,pln,MsSQL,Python,Linux
Sr or Staff Site Reliability Engineer,Szczecin,PL,devops,remote,senior,53.4330206,14.5483543,2023-04-04,TRUE,FALSE,b2b,21666,43036,pln,SRE,DevOps,Amazon Web Services
Sr or Staff Site Reliability Engineer,Bydgoszcz,PL,devops,remote,senior,53.1234804,18.0084378,2023-04-04,TRUE,FALSE,b2b,21666,43036,pln,SRE,DevOps,Amazon Web Services
